id,score,ranked_changes,best_recommendation,best_feature,best_gain,best_direction,supported_features,feedback_sentence,message
overall_rating-00033,5.6799702644348145,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.044921875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.002978716354935073, ""background_area_frac"": 0.28705559401611114, ""text_share"": 0.004178048568631852, ""text_to_graphic_ratio"": 0.004195577896858405, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.012140629648518827, ""text_height_std_frac"": 0.0021679695800926476}, ""predicted_score"": 6.464128017425537, ""gain"": 0.7841577529907227}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.7099656896289538, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8416998984133656, ""text_share"": 0.08476075483520777, ""text_to_graphic_ratio"": 0.09261048986152935}, ""predicted_score"": 6.275398254394531, ""gain"": 0.5954279899597168}, {""feature"": ""text_area_frac"", ""current_value"": 0.0134176361009732, ""suggested_value"": 0.00529463026258678, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.2847396801084594, ""text_share"": 0.007402382203153165, ""text_to_graphic_ratio"": 0.007457586105821381}, ""predicted_score"": 5.862938404083252, ""gain"": 0.1829681396484375}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.044921875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.002978716354935073, ""background_area_frac"": 0.28705559401611114, ""text_share"": 0.004178048568631852, ""text_to_graphic_ratio"": 0.004195577896858405, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.012140629648518827, ""text_height_std_frac"": 0.0021679695800926476}, ""predicted_score"": 6.464128017425537, ""gain"": 0.7841577529907227}",mean_text_height_frac,0.7841577529907227,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00034,6.0980658531188965,"[{""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 6.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0029360945053522, ""background_area_frac"": 0.4154373084642611, ""text_share"": 0.005022719629332851, ""text_to_graphic_ratio"": 0.005048074693184647}, ""predicted_score"": 6.406569957733154, ""gain"": 0.3085041046142578}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.01904296875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.006150442783381956, ""background_area_frac"": 0.4122229601862313, ""text_share"": 0.010463904451474769, ""text_to_graphic_ratio"": 0.01057455559079364, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.014831135486377395, ""text_height_std_frac"": 0.0029267259385399773}, ""predicted_score"": 6.370922088623047, ""gain"": 0.2728562355041504}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.5816265970303868, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.84337315649293, ""text_share"": 0.07498317503205428, ""text_to_graphic_ratio"": 0.08106141748789557}, ""predicted_score"": 6.3273091316223145, ""gain"": 0.22924327850341797}]","{""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 6.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0029360945053522, ""background_area_frac"": 0.4154373084642611, ""text_share"": 0.005022719629332851, ""text_to_graphic_ratio"": 0.005048074693184647}, ""predicted_score"": 6.406569957733154, ""gain"": 0.3085041046142578}",word_count,0.3085041046142578,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing the amount of text as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00035,6.143101692199707,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.8524877355636238, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 6.346314430236816, ""gain"": 0.20321273803710938}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.8524877355636238, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 6.346314430236816, ""gain"": 0.20321273803710938}",graphic_area_frac,0.20321273803710938,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00036,6.668676853179932,"[{""feature"": ""text_area_frac"", ""current_value"": 0.0080226161369193, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.8574541767082018, ""text_share"": 0.008140162302598208, ""text_to_graphic_ratio"": 0.008206968357036774}, ""predicted_score"": 6.716125965118408, ""gain"": 0.04744911193847656}, {""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 6.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.002005654034229825, ""background_area_frac"": 0.8566088688111249, ""text_share"": 0.013987294873822926, ""text_to_graphic_ratio"": 0.014185714647594744}, ""predicted_score"": 6.690301895141602, ""gain"": 0.021625041961669922}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.013671875, ""suggested_value"": 0.0123654277510124, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.007255996724310441, ""background_area_frac"": 0.8513585261210441, ""text_share"": 0.04881542502881305, ""text_to_graphic_ratio"": 0.0513206651088636, ""mean_text_height_frac"": 0.0123654277510124, ""max_text_height_frac"": 0.0123654277510124}, ""predicted_score"": 6.6734538078308105, ""gain"": 0.004776954650878906}]","{""feature"": ""text_area_frac"", ""current_value"": 0.0080226161369193, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.8574541767082018, ""text_share"": 0.008140162302598208, ""text_to_graphic_ratio"": 0.008206968357036774}, ""predicted_score"": 6.716125965118408, ""gain"": 0.04744911193847656}",text_area_frac,0.04744911193847656,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00037,4.4969482421875,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.5525091220451289, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8189371530673474, ""text_share"": 0.19982222780606623, ""text_to_graphic_ratio"": 0.24972229265778284}, ""predicted_score"": 5.97643518447876, ""gain"": 1.4794869422912598}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.0412109375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.008755312720484422, ""background_area_frac"": 0.4387355652343866, ""text_share"": 0.01559926512026489, ""text_to_graphic_ratio"": 0.015846458223307467, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.013233861702176919, ""text_height_std_frac"": 0.003515994102005891}, ""predicted_score"": 5.600773334503174, ""gain"": 1.1038250923156738}, {""feature"": ""word_count"", ""current_value"": 5.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 4.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.007236076289398281, ""background_area_frac"": 0.4402548016654728, ""text_share"": 0.012927446829251224, ""text_to_graphic_ratio"": 0.01309675442572555}, ""predicted_score"": 5.202591419219971, ""gain"": 0.7056431770324707}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.5525091220451289, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8189371530673474, ""text_share"": 0.19982222780606623, ""text_to_graphic_ratio"": 0.24972229265778284}, ""predicted_score"": 5.97643518447876, ""gain"": 1.4794869422912598}",graphic_area_frac,1.4794869422912598,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00038,5.975596904754639,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.02490234375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0012537857487927104, ""background_area_frac"": 0.6124465070995426, ""text_share"": 0.0032351295285957954, ""text_to_graphic_ratio"": 0.003245629560626261, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.014470134216932102, ""text_height_std_frac"": 0.004497474148505923}, ""predicted_score"": 6.337942123413086, ""gain"": 0.36234521865844727}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.3862997071516646, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8519867546129825, ""text_share"": 0.02115202523375592, ""text_to_graphic_ratio"": 0.02160910149383225}, ""predicted_score"": 6.33424711227417, ""gain"": 0.35865020751953125}, {""feature"": ""word_count"", ""current_value"": 2.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 4.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.00156538995067815, ""background_area_frac"": 0.6121349028976573, ""text_share"": 0.004035913420343423, ""text_to_graphic_ratio"": 0.00405226802324125}, ""predicted_score"": 6.018928527832031, ""gain"": 0.04333162307739258}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.02490234375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0012537857487927104, ""background_area_frac"": 0.6124465070995426, ""text_share"": 0.0032351295285957954, ""text_to_graphic_ratio"": 0.003245629560626261, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.014470134216932102, ""text_height_std_frac"": 0.004497474148505923}, ""predicted_score"": 6.337942123413086, ""gain"": 0.36234521865844727}",mean_text_height_frac,0.36234521865844727,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00039,5.220710754394531,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.7647041186951754, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8444238895947482, ""text_share"": 0.06873577756723256, ""text_to_graphic_ratio"": 0.07380910370171011}, ""predicted_score"": 6.161818981170654, ""gain"": 0.941108226776123}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.0625, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0017063053708084746, ""background_area_frac"": 0.23358957593401608, ""text_share"": 0.002226359816136283, ""text_to_graphic_ratio"": 0.002231327554139457, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.00997266006842618}, ""predicted_score"": 5.434292793273926, ""gain"": 0.21358203887939453}, {""feature"": ""text_area_frac"", ""current_value"": 0.0106936449195906, ""suggested_value"": 0.00529463026258678, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.2300012510422378, ""text_share"": 0.00687615437006017, ""text_to_graphic_ratio"": 0.006923763234884987}, ""predicted_score"": 5.296195030212402, ""gain"": 0.0754842758178711}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.7647041186951754, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8444238895947482, ""text_share"": 0.06873577756723256, ""text_to_graphic_ratio"": 0.07380910370171011}, ""predicted_score"": 6.161818981170654, ""gain"": 0.941108226776123}",graphic_area_frac,0.941108226776123,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00040,6.131685256958008,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.2282253284359452, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 6.389280796051025, ""gain"": 0.2575955390930176}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.2282253284359452, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 6.389280796051025, ""gain"": 0.2575955390930176}",graphic_area_frac,0.2575955390930176,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00041,4.797059059143066,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.2952801201499118, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8201507410840038, ""text_share"": 0.19442278295217963, ""text_to_graphic_ratio"": 0.24134593039345895}, ""predicted_score"": 5.714786529541016, ""gain"": 0.9177274703979492}, {""feature"": ""word_count"", ""current_value"": 5.0, ""suggested_value"": 31.0, ""direction"": ""increase"", ""coupled_feature_updates"": {""word_count"": 31.0, ""char_count"": 149.0, ""text_block_count"": 25.0, ""text_area_frac"": 0.2167941192680776, ""background_area_frac"": 0.48792576058201065, ""text_share"": 0.42336462680583253, ""text_to_graphic_ratio"": 0.7341981544778993}, ""predicted_score"": 5.018966197967529, ""gain"": 0.2219071388244629}, {""feature"": ""text_area_frac"", ""current_value"": 0.0349667934303351, ""suggested_value"": 0.18165415138406416, ""direction"": ""increase"", ""coupled_feature_updates"": {""text_area_frac"": 0.18165415138406416, ""background_area_frac"": 0.5230657284660241, ""text_share"": 0.38087879656835155, ""text_to_graphic_ratio"": 0.6151926221509241}, ""predicted_score"": 4.915799617767334, ""gain"": 0.11874055862426758}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.2952801201499118, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8201507410840038, ""text_share"": 0.19442278295217963, ""text_to_graphic_ratio"": 0.24134593039345895}, ""predicted_score"": 5.714786529541016, ""gain"": 0.9177274703979492}",graphic_area_frac,0.9177274703979492,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00042,6.231478691101074,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.6259468469052559, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8348474467722918, ""text_share"": 0.1227355396322521, ""text_to_graphic_ratio"": 0.13990711487480245}, ""predicted_score"": 6.759727478027344, ""gain"": 0.5282487869262695}, {""feature"": ""word_count"", ""current_value"": 11.0, ""suggested_value"": 2.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 2.0, ""char_count"": 11.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.003685470498554, ""background_area_frac"": 0.37036768259619, ""text_share"": 0.005853369334265527, ""text_to_graphic_ratio"": 0.005887832995365878}, ""predicted_score"": 6.425198078155518, ""gain"": 0.19371938705444336}, {""feature"": ""text_area_frac"", ""current_value"": 0.020270087742047, ""suggested_value"": 0.00529463026258678, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.36875852283215727, ""text_share"": 0.008387646335190003, ""text_to_graphic_ratio"": 0.008458594030410032}, ""predicted_score"": 6.356449604034424, ""gain"": 0.12497091293334961}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.6259468469052559, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8348474467722918, ""text_share"": 0.1227355396322521, ""text_to_graphic_ratio"": 0.13990711487480245}, ""predicted_score"": 6.759727478027344, ""gain"": 0.5282487869262695}",graphic_area_frac,0.5282487869262695,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00043,6.204827308654785,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.378569039191989, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 6.354795455932617, ""gain"": 0.14996814727783203}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.378569039191989, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 6.354795455932617, ""gain"": 0.14996814727783203}",graphic_area_frac,0.14996814727783203,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00044,5.950438976287842,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.0296630859375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.011749211780142823, ""background_area_frac"": 0.9764870969107775, ""text_share"": 0.4996920939774677, ""text_to_graphic_ratio"": 0.9987691338920461, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.015430947266371372, ""text_height_std_frac"": 0.003714267730138569}, ""predicted_score"": 6.262535572052002, ""gain"": 0.31209659576416016}, {""feature"": ""word_count"", ""current_value"": 8.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 4.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.004368416705534825, ""background_area_frac"": 0.9838678919853856, ""text_share"": 0.27079019689041145, ""text_to_graphic_ratio"": 0.3713474445018069}, ""predicted_score"": 6.213738441467285, ""gain"": 0.26329946517944336}, {""feature"": ""text_area_frac"", ""current_value"": 0.0349473336442786, ""suggested_value"": 0.00529463026258678, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.9829416784283336, ""text_share"": 0.31038401054539166, ""text_to_graphic_ratio"": 0.450082386852519}, ""predicted_score"": 6.152206897735596, ""gain"": 0.2017679214477539}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.0296630859375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.011749211780142823, ""background_area_frac"": 0.9764870969107775, ""text_share"": 0.4996920939774677, ""text_to_graphic_ratio"": 0.9987691338920461, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.015430947266371372, ""text_height_std_frac"": 0.003714267730138569}, ""predicted_score"": 6.262535572052002, ""gain"": 0.31209659576416016}",mean_text_height_frac,0.31209659576416016,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00045,5.048290252685547,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.8907817677650958, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 5.665436744689941, ""gain"": 0.6171464920043945}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.8907817677650958, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 5.665436744689941, ""gain"": 0.6171464920043945}",graphic_area_frac,0.6171464920043945,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00046,5.223272323608398,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.4360532760620117, ""suggested_value"": 0.4408856731721724, ""direction"": ""increase"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.4408856731721724, ""background_area_frac"": 0.5591143268278276}, ""predicted_score"": 5.210250377655029, ""gain"": -0.01302194595336914}]",null,,,,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model found no tested layout change likely to improve this poster’s score.,No tested feature-group change improved the model's predicted score.
overall_rating-00047,6.679386138916016,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.7431829724239281, ""suggested_value"": 0.584478586189439, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.584478586189439, ""background_area_frac"": 0.41149495072273257, ""text_share"": 0.006841849688075281, ""text_to_graphic_ratio"": 0.006888983074776597}, ""predicted_score"": 6.680263996124268, ""gain"": 0.0008778572082519531}, {""feature"": ""text_area_frac"", ""current_value"": 0.0040264630878284, ""suggested_value"": 0.00529463026258678, ""direction"": ""increase"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.25152239731348514, ""text_share"": 0.0070738659962338675, ""text_to_graphic_ratio"": 0.007124262071449352}, ""predicted_score"": 6.646627426147461, ""gain"": -0.03275871276855469}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.0130208333333333, ""suggested_value"": 0.0123654277510124, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0038237904694779267, ""background_area_frac"": 0.25299323710659405, ""text_share"": 0.005118816400894568, ""text_to_graphic_ratio"": 0.005145153497000132, ""mean_text_height_frac"": 0.0123654277510124, ""max_text_height_frac"": 0.014838513301214919, ""text_height_std_frac"": 0.0019056403995260267}, ""predicted_score"": 6.631290912628174, ""gain"": -0.0480952262878418}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.7431829724239281, ""suggested_value"": 0.584478586189439, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.584478586189439, ""background_area_frac"": 0.41149495072273257, ""text_share"": 0.006841849688075281, ""text_to_graphic_ratio"": 0.006888983074776597}, ""predicted_score"": 6.680263996124268, ""gain"": 0.0008778572082519531}",graphic_area_frac,0.0008778572082519531,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00048,6.72562313079834,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.1768522276334776, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8143513345684514, ""text_share"": 0.21958789658479128, ""text_to_graphic_ratio"": 0.28137428369426787}, ""predicted_score"": 6.757190227508545, ""gain"": 0.03156709671020508}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.029208096590909, ""suggested_value"": 0.029121942934782562, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.04064595393256749, ""background_area_frac"": 0.7825018184339548, ""text_share"": 0.18687951154306554, ""text_to_graphic_ratio"": 0.2298300365025955, ""mean_text_height_frac"": 0.029121942934782562, ""max_text_height_frac"": 0.03407886939176693, ""text_height_std_frac"": 0.007420622263380698}, ""predicted_score"": 6.71331787109375, ""gain"": -0.012305259704589844}, {""feature"": ""text_area_frac"", ""current_value"": 0.0407661999458874, ""suggested_value"": 0.0369582143321449, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0369582143321449, ""background_area_frac"": 0.7861895580343775, ""text_share"": 0.17285504857656683, ""text_to_graphic_ratio"": 0.20897794066094544}, ""predicted_score"": 6.645057201385498, ""gain"": -0.0805659294128418}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.1768522276334776, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8143513345684514, ""text_share"": 0.21958789658479128, ""text_to_graphic_ratio"": 0.28137428369426787}, ""predicted_score"": 6.757190227508545, ""gain"": 0.03156709671020508}",graphic_area_frac,0.03156709671020508,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00049,5.4379353523254395,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.7836905003478665, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 5.473715305328369, ""gain"": 0.03577995300292969}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.7836905003478665, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8551175345143388}, ""predicted_score"": 5.473715305328369, ""gain"": 0.03577995300292969}",graphic_area_frac,0.03577995300292969,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
