id,img_width_px,img_height_px,aspect_ratio,word_count,char_count,text_block_count,text_area_frac,graphic_area_frac,background_area_frac,text_share,text_to_graphic_ratio,mean_text_height_frac,max_text_height_frac,text_height_std_frac
overall_rating-00022,682,1024,0.666015625,40,210,11,0.13791153088343108,0.6128731557001467,0.24921531341642222,0.1836898558906325,0.22502459048949675,0.0212890625,0.0634765625,0.010300767177417389
overall_rating-00023,774,1024,0.755859375,3,14,2,0.003373808947028424,0.681964884124677,0.3146613069282945,0.004922834477514944,0.004947188668458805,0.014322916666666666,0.017578125,0.0033196741624953027
overall_rating-00024,724,1023,0.70772238514174,18,98,5,0.0547598602312557,0.6096520363139504,0.33558810345479395,0.08241854264800914,0.08982149975638924,0.019387422613229063,0.053763440860215055,0.013038651661594557
overall_rating-00025,727,1024,0.7099609375,18,108,4,0.02600853249656121,0.07395278112104539,0.9000386863823934,0.26018598150935285,0.3516910669524467,0.014105902777777778,0.0185546875,0.004003009276409878
overall_rating-00026,682,1024,0.666015625,1,4,1,0.007096545087976539,0.2633697420271261,0.7295337128848973,0.026238187256796466,0.026945179933561318,0.03515625,0.03515625,0.0
overall_rating-00027,723,1024,0.7060546875,7,36,2,0.012318464730290456,0.23368613848547717,0.7539953967842324,0.050074122879262065,0.052713715970175136,0.013532366071428572,0.015625,0.002050354137374312
overall_rating-00028,720,1024,0.703125,24,105,4,0.04471571180555556,0.3055216471354167,0.6497626410590278,0.12767259306878162,0.14635857139686134,0.0166015625,0.046875,0.010596940631938822
overall_rating-00029,768,1024,0.75,9,39,3,0.010782877604166666,0.3717549641927083,0.617462158203125,0.028187740991889376,0.029005335887262278,0.014756944444444444,0.0185546875,0.0029991916148188486
overall_rating-00030,682,1023,0.6666666666666666,4,28,4,0.006626190005245913,0.15966781618091808,0.833705993813836,0.03984623473336723,0.041499847394028615,0.010019550342130987,0.015640273704789834,0.003269571886671469
overall_rating-00031,1024,1024,1.0,1,7,1,0.0006580352783203125,0.6114320755004883,0.3879098892211914,0.0010750627509453542,0.0010762197547154802,0.0087890625,0.0087890625,0.0
overall_rating-00032,724,1024,0.70703125,16,91,4,0.045434435428176795,0.2587121784357735,0.6958533861360496,0.14938333473770107,0.17561769106844,0.01824951171875,0.0302734375,0.0077950760136263125
overall_rating-00033,822,1024,0.802734375,2,6,1,0.013417636100973237,0.7099656896289538,0.27661667427007297,0.018548445372906855,0.018898992299171014,0.044921875,0.0546875,0.009765625
overall_rating-00034,724,1024,0.70703125,4,23,2,0.01174437802140884,0.5816265970303868,0.4066290249482044,0.019792639874883784,0.020192298772738655,0.01904296875,0.0283203125,0.005588634346806444
overall_rating-00035,723,1024,0.7060546875,0,0,0,0.0,0.8524877355636238,0.14751226443637622,0.0,0.0,0.0,0.0,0.0
overall_rating-00036,818,1024,0.798828125,4,23,3,0.008022616136919316,0.14138547715464547,0.8505919067084352,0.053695994374705354,0.05674285859037905,0.013671875,0.013671875,0.0
overall_rating-00037,698,1024,0.681640625,5,20,3,0.03618038144699141,0.5525091220451289,0.41131049650787965,0.06145919237963054,0.06548377212862776,0.0412109375,0.0546875,0.014529464776091633
overall_rating-00038,811,1024,0.7919921875,2,7,2,0.00313077990135635,0.3862997071516646,0.610569512946979,0.008039380596645723,0.008104536046482631,0.02490234375,0.0361328125,0.01123046875
overall_rating-00039,684,1024,0.66796875,1,7,1,0.010693644919590644,0.7647041186951754,0.2246022363852339,0.01379117328084463,0.013984029454212106,0.0625,0.0625,0.0
overall_rating-00040,804,1024,0.78515625,0,0,0,0.0,0.22822532843594528,0.7717746715640548,0.0,0.0,0.0,0.0,0.0
overall_rating-00041,567,1024,0.5537109375,5,24,4,0.0349667934303351,0.29528012014991184,0.6697530864197532,0.10588075767690253,0.1184190571738547,0.03125,0.041015625,0.009647725808772241
overall_rating-00042,723,1024,0.7060546875,11,58,4,0.020270087742047027,0.6259468469052559,0.3537830653526971,0.03136731127776802,0.032383081474512375,0.016690340909090908,0.033203125,0.006252420760532318
overall_rating-00043,724,1024,0.70703125,0,0,0,0.0,0.378569039191989,0.6214309608080111,0.0,0.0,0.0,0.0,0.0
overall_rating-00044,804,1024,0.78515625,8,36,3,0.03494733364427861,0.011763691309079602,0.9532889750466418,0.7481602829133838,2.970779556014455,0.0296630859375,0.0458984375,0.011047869085882858
overall_rating-00045,679,1024,0.6630859375,0,0,0,0.0,0.8907817677650958,0.10921823223490423,0.0,0.0,0.0,0.0,0.0
overall_rating-00046,1024,1024,1.0,0,0,0,0.0,0.4360532760620117,0.5639467239379883,0.0,0.0,0.0,0.0,0.0
overall_rating-00047,723,1024,0.7060546875,3,18,1,0.004026463087828492,0.7431829724239281,0.25279056448824344,0.005388667348761203,0.00541786240701396,0.013020833333333334,0.015625,0.0020066451832581305
overall_rating-00048,693,1024,0.6767578125,11,48,4,0.04076619994588745,0.17685222763347763,0.7823815724206349,0.18732880482292832,0.23050996015936256,0.029208096590909092,0.0341796875,0.00744257525395408
overall_rating-00049,539,1024,0.5263671875,0,0,0,0.0,0.7836905003478665,0.21630949965213353,0.0,0.0,0.0,0.0,0.0
overall_rating-00050,768,1024,0.75,3,9,3,0.2869517008463542,0.4999732971191406,0.21307500203450513,0.3646493650452523,0.5739340530779893,0.19108072916666666,0.193359375,0.0016598370812476513
overall_rating-00051,688,1024,0.671875,11,42,7,0.04509930277979651,0.7371627452761628,0.21773795194404066,0.05765242336871024,0.06117957407478723,0.024680397727272728,0.0888671875,0.022647718430520724
overall_rating-00052,871,1024,0.8505859375,16,71,2,0.0335282721010333,0.5761875717566016,0.3902841561423651,0.05498999646934213,0.05818985647124755,0.02288818359375,0.02734375,0.004011175488439394
overall_rating-00053,824,1024,0.8046875,2,5,2,0.0011306318264563107,0.5564415200242718,0.44242784814927183,0.0020277767150017217,0.00203189694832081,0.01220703125,0.013671875,0.00146484375
overall_rating-00054,682,1024,0.666015625,6,28,1,0.007527549945014663,0.09198445518695014,0.9004879948680351,0.07564464141821113,0.08183502233845484,0.011881510416666666,0.013671875,0.0010421751688530028
overall_rating-00055,723,1023,0.7067448680351907,2,5,2,0.013514883813371298,0.42252264310891,0.5639624730777186,0.03099477219028483,0.03198617644235384,0.0689149560117302,0.093841642228739,0.024926686217008796
overall_rating-00056,575,1024,0.5615234375,9,37,4,0.03564028532608696,0.8608933423913043,0.10346637228260869,0.03975342834248,0.041399187995912363,0.024522569444444444,0.0439453125,0.011522190930953372
overall_rating-00057,682,1024,0.666015625,0,0,0,0.0,0.828767927510997,0.17123207248900296,0.0,0.0,0.0,0.0,0.0
overall_rating-00058,529,1024,0.5166015625,0,0,0,0.0,0.3755224332466919,0.6244775667533081,0.0,0.0,0.0,0.0,0.0
overall_rating-00059,762,1024,0.744140625,10,43,5,0.030240116469816274,0.35616080216535434,0.6135990813648293,0.07826098492888983,0.0849057961627589,0.02412109375,0.0439453125,0.008897443734291485
overall_rating-00060,693,1024,0.6767578125,7,29,5,0.03767727498196248,0.3071634311868687,0.6551592938311688,0.1092599403375424,0.12266198107105009,0.030831473214285716,0.0966796875,0.02819668377707553
overall_rating-00061,1024,1024,1.0,3,18,3,0.009789466857910156,0.5464162826538086,0.44379425048828125,0.017600441682783973,0.017915767096773068,0.0185546875,0.0205078125,0.0021096161127629755
overall_rating-00062,576,1024,0.5625,3,5,3,0.012746175130208334,0.3058386908637153,0.6814151340060763,0.04000872762879905,0.041676136836094925,0.044921875,0.05859375,0.01018001026765097
overall_rating-00063,1024,1024,1.0,6,26,4,0.05967903137207031,0.481292724609375,0.4590282440185547,0.1103182018510357,0.12399736858791453,0.0380859375,0.0732421875,0.02557773604239999
overall_rating-00064,576,1024,0.5625,1,2,1,0.00091552734375,0.8338775634765625,0.1652069091796875,0.0010967116927744977,0.0010979157898589177,0.01171875,0.01171875,0.0
overall_rating-00065,576,1024,0.5625,8,59,5,0.05226474338107639,0.6416778564453125,0.30605740017361116,0.07531565779958173,0.08145012774884604,0.02294921875,0.0400390625,0.01229460772657634
overall_rating-00066,1024,1024,1.0,9,39,3,0.030121803283691406,0.47055530548095703,0.49932289123535156,0.06016213395098648,0.06401331136390813,0.027452256944444444,0.0380859375,0.006235137976804967
overall_rating-00067,731,1024,0.7138671875,7,33,6,0.22178255386456908,0.3791079749487004,0.39910947118673057,0.3690897812993977,0.5850115759094224,0.053989955357142856,0.203125,0.06145744380265402
overall_rating-00068,1024,1024,1.0,4,15,4,0.0646677017211914,0.3616619110107422,0.5736703872680664,0.15168475233704443,0.1788070564037655,0.0517578125,0.08984375,0.029548076700014195
overall_rating-00069,1024,1024,1.0,9,34,4,0.0234527587890625,0.6063690185546875,0.37017822265625,0.0372371353813354,0.03867736983819422,0.0302734375,0.072265625,0.015135843668701394
overall_rating-00070,1024,1024,1.0,3,15,1,0.06614208221435547,0.14836406707763672,0.7854938507080078,0.30834585597040803,0.44580930893289883,0.0712890625,0.1005859375,0.020716018980074635
overall_rating-00071,768,1024,0.75,9,44,3,0.036966959635416664,0.6617151896158854,0.301317850748698,0.052909552183392605,0.05586536355146293,0.023220486111111112,0.0341796875,0.006033610579191772
overall_rating-00072,1024,1024,1.0,1,10,1,0.04858875274658203,0.559910774230957,0.39150047302246094,0.07985010767046256,0.08677945662560103,0.1025390625,0.1025390625,0.0
overall_rating-00073,682,1024,0.666015625,5,18,2,0.026808215725806453,0.3434049097324047,0.6297868745417888,0.07241292618306291,0.07806590693970138,0.019921875,0.037109375,0.00894181495489031
overall_rating-00074,1024,1024,1.0,3,16,3,0.0128326416015625,0.3537445068359375,0.6334228515625,0.03500666000666001,0.03627658197817366,0.0322265625,0.0517578125,0.014016308685944652
overall_rating-00075,682,1024,0.666015625,0,0,0,0.0,0.3475860864186217,0.6524139135813782,0.0,0.0,0.0,0.0,0.0
overall_rating-00076,576,1024,0.5625,6,40,3,0.01446533203125,0.4657830132378472,0.5197516547309028,0.03012052446145265,0.03105594583773159,0.01318359375,0.015625,0.00146484375
overall_rating-00077,1024,1024,1.0,0,0,0,0.0,0.35425853729248047,0.6457414627075195,0.0,0.0,0.0,0.0,0.0
overall_rating-00078,682,1024,0.666015625,5,21,3,0.020194224248533725,0.6468767182917888,0.3329290574596775,0.030272978420601858,0.03121804151780378,0.025390625,0.044921875,0.009765625
overall_rating-00079,576,1024,0.5625,5,25,3,0.047403971354166664,0.3357137044270833,0.61688232421875,0.12373214380542721,0.14120356342039878,0.0291015625,0.029296875,0.00039062499999999997
overall_rating-00080,576,1024,0.5625,7,29,2,0.019131130642361112,0.20254007975260416,0.7783287896050347,0.0863040834588939,0.09445602404091644,0.014369419642857142,0.029296875,0.006214022726372792
overall_rating-00081,1024,1024,1.0,30,145,14,0.07196521759033203,0.8810634613037109,0.04697132110595703,0.07551212170639524,0.08167994787100238,0.022200520833333334,0.0322265625,0.005615210786484271
overall_rating-00082,738,1024,0.720703125,25,158,11,0.2577026698001355,0.29893133892276424,0.4433659912771003,0.4629660885999215,0.8620798031039458,0.035234375,0.2412109375,0.04800630273765167
overall_rating-00083,730,1024,0.712890625,18,83,11,0.07174523758561643,0.8347375321061644,0.09351723030821912,0.07914682990611173,0.08594945695635937,0.023980034722222224,0.060546875,0.01381153180480845
overall_rating-00084,1024,535,1.9140186915887851,3,19,2,0.10201518691588785,0.24436696845794392,0.6536178446261682,0.2945162888249491,0.4174671706231232,0.1370716510903427,0.23925233644859814,0.07251008860299642
overall_rating-00085,576,1024,0.5625,2,9,2,0.004404703776041667,0.4321339925130208,0.5634613037109375,0.010090064897992473,0.01019291204199574,0.0166015625,0.017578125,0.0009765625
overall_rating-00086,723,1024,0.7060546875,27,139,8,0.05019369164937759,0.7486884617047026,0.2011178466459198,0.06282990731316383,0.06704216001284519,0.015914351851851853,0.029296875,0.005637025982554476
overall_rating-00087,682,1024,0.666015625,9,53,6,0.0456636042888563,0.8047920294171554,0.14954436629398826,0.05369310576481106,0.056739632873758314,0.018771701388888888,0.025390625,0.005183407514104248
overall_rating-00088,1022,1024,0.998046875,8,44,3,0.05009803846624266,0.277443126223092,0.6724588353106654,0.15295188473106736,0.1805704799691409,0.0516357421875,0.0703125,0.012191762912254748
overall_rating-00089,729,1024,0.7119140625,19,102,9,0.21405740955075445,0.674424243398491,0.11151834705075447,0.2409249632113478,0.31739281564390065,0.03510485197368421,0.17578125,0.03578380646138754
overall_rating-00090,801,1024,0.7822265625,11,58,8,0.040748624765917604,0.7267124590355806,0.23253891619850187,0.0530953629128342,0.05607255560197092,0.032759232954545456,0.0654296875,0.016053925177579125
overall_rating-00091,696,1024,0.6796875,11,51,6,0.03509591639727012,0.3369982489224138,0.627905834680316,0.09431998582164688,0.10414272628861687,0.025923295454545456,0.056640625,0.01313740485985604
overall_rating-00092,1024,1024,1.0,12,77,7,0.040686607360839844,0.6740837097167969,0.2852296829223633,0.05692263149257296,0.060358389877028074,0.017496744791666668,0.02734375,0.003298660188722533
overall_rating-00093,696,1024,0.6796875,42,218,13,0.09827081088362069,0.2227741109913793,0.678955078125,0.30609676150517895,0.44112311994558234,0.014671688988095238,0.0517578125,0.007402048331304971
overall_rating-00094,682,1024,0.666015625,4,23,3,0.05712317861070381,0.3797510767961877,0.5631257445931085,0.1307542797583735,0.1504226902860418,0.045166015625,0.0732421875,0.027667714991490386
overall_rating-00095,731,1024,0.7138671875,26,123,10,0.11918203873119015,0.8384984716997264,0.04231948956908349,0.12444864172662674,0.1421374549313076,0.027381310096153848,0.0546875,0.011925019988574816
overall_rating-00096,801,1024,0.7822265625,21,110,7,0.051237223002496876,0.6137859901685393,0.3349767868289638,0.07704576620443362,0.08347734197782465,0.018973214285714284,0.033203125,0.0071735268594768095
overall_rating-00097,730,1024,0.712890625,23,133,10,0.053261451198630134,0.44593990796232874,0.5007986408390411,0.10669332168516171,0.11943638648983498,0.018172554347826088,0.056640625,0.008813744453573762
overall_rating-00098,1024,1024,1.0,1,2,1,0.0021505355834960938,0.5090608596801758,0.4887886047363281,0.004206744222489199,0.004224515679416399,0.0341796875,0.0341796875,0.0
overall_rating-00099,576,1024,0.5625,5,18,2,0.006496853298611111,0.20112779405381945,0.7923753526475694,0.031291339354248666,0.03230211582230464,0.012890625,0.015625,0.0018936249443032536
overall_rating-00100,576,1024,0.5625,7,21,4,0.05504184299045139,0.2941199408637153,0.6508382161458334,0.15763994095482267,0.18714080666824226,0.03850446428571429,0.119140625,0.03674359030052496
overall_rating-00101,796,1024,0.77734375,29,145,6,0.06861455716080402,0.6127586173052764,0.31862682553391963,0.1007004087217991,0.11197648669968886,0.026198814655172414,0.0458984375,0.009143250108007336
overall_rating-00102,696,1024,0.6796875,8,34,6,0.04587458468031609,0.9326620869252874,0.021463328394396464,0.0468808027450255,0.04918671544969851,0.0323486328125,0.0625,0.017231814736405515
overall_rating-00103,1024,1024,1.0,2,9,1,0.025826454162597656,0.5355367660522461,0.43863677978515625,0.04600667309966159,0.04822536154329705,0.05810546875,0.0654296875,0.00732421875
overall_rating-00104,696,1024,0.6796875,21,90,13,0.06874102011494253,0.7774994948814655,0.15375948500359193,0.08123106716916562,0.08841294504689358,0.022786458333333332,0.1171875,0.023196642905364412
overall_rating-00105,696,1024,0.6796875,20,82,13,0.11661783854166667,0.8833049905711207,7.717088721270748e-05,0.11662683873828492,0.13202443073061865,0.022509765625,0.107421875,0.020062299495657694
overall_rating-00106,723,1024,0.7060546875,27,150,8,0.08160442600276625,0.2086642570020747,0.709731316995159,0.28113410361049973,0.3910800401333463,0.015335648148148149,0.0771484375,0.01284003936805231
overall_rating-00107,1024,1024,1.0,9,37,9,0.04915428161621094,0.38742542266845703,0.563420295715332,0.11258947938670168,0.1268741769129466,0.04416232638888889,0.0693359375,0.01797027008130223
overall_rating-00108,729,1024,0.7119140625,34,187,10,0.11099322702331961,0.45897633744855965,0.43003043552812076,0.19473535771364106,0.24182777622116372,0.018985523897058824,0.08984375,0.018648465332682197
overall_rating-00109,696,1024,0.6796875,23,112,8,0.11630915499281609,0.2552251706178161,0.6284656743893677,0.31305089994486285,0.4557119296316658,0.02424422554347826,0.15625,0.02821933156026435
overall_rating-00110,696,1024,0.6796875,5,28,1,0.02222381241020115,0.668389682112069,0.30938650547772995,0.032179811988143105,0.03324978377879101,0.030078125,0.046875,0.013939895218793344
overall_rating-00111,696,1024,0.6796875,20,103,12,0.12875752065373564,0.5685586161997126,0.3026838631465517,0.1846472695078273,0.2264630540899377,0.02548828125,0.087890625,0.021912678557569884
overall_rating-00112,696,1024,0.6796875,22,109,13,0.10162563981681035,0.7409247036637931,0.15744965651939646,0.12061669739162581,0.1371605499375071,0.02423650568181818,0.0595703125,0.011908226304763648
overall_rating-00113,576,1024,0.5625,6,21,5,0.0291290283203125,0.2990536159939236,0.6718173556857638,0.08875858862427029,0.09740403313131771,0.029296875,0.041015625,0.009021097956087902
overall_rating-00114,801,1024,0.7822265625,16,75,9,0.05026919475655431,0.6124948794475655,0.33723592579588013,0.0758477966943517,0.08207284084055393,0.02490234375,0.0283203125,0.004408073751286081
overall_rating-00115,731,1024,0.7138671875,13,59,4,0.09187302282831737,0.4563859973495212,0.4517409798221615,0.16757229602627707,0.2013055250640322,0.030799278846153848,0.0771484375,0.020490332038232775
overall_rating-00116,1024,537,1.9068901303538175,3,28,2,0.015332213105214152,0.3048038873370577,0.6798638995577282,0.04789279648259761,0.05030189489761826,0.031036623215394164,0.0335195530726257,0.002322568210287984
overall_rating-00117,1024,1024,1.0,4,16,3,0.015088081359863281,0.6408805847167969,0.34403133392333984,0.023001222680505296,0.02354273435593412,0.024169921875,0.0283203125,0.006074148097961293
overall_rating-00118,801,1024,0.7822265625,24,147,11,0.061947711844569285,0.9097685510299626,0.028283737125468167,0.06375082337442363,0.06809172703808826,0.0233154296875,0.0810546875,0.014141377241102326
overall_rating-00119,801,1024,0.7822265625,20,130,12,0.1025451583957553,0.323261694366417,0.5741931472378277,0.24082552389787462,0.3172202589506952,0.02353515625,0.119140625,0.024841761479478877
overall_rating-00120,682,1024,0.666015625,4,20,4,0.012569304435483871,0.5080831309567448,0.4793475646077713,0.02414144942204083,0.02473867694015991,0.025146484375,0.0625,0.021599202639379596
overall_rating-00121,1024,1024,1.0,3,8,2,0.029027938842773438,0.5421600341796875,0.42881202697753906,0.050820290716506324,0.05354127381723003,0.07877604166666667,0.1005859375,0.016845506553301578
overall_rating-00122,1024,1024,1.0,3,16,1,0.00710296630859375,0.44016361236572266,0.5527334213256836,0.01588083404229914,0.01613710472434974,0.021484375,0.021484375,0.0
overall_rating-00123,576,1024,0.5625,1,3,1,0.001498752170138889,0.8851131863064237,0.1133880615234375,0.0016904263354654888,0.001693288715303384,0.0107421875,0.0107421875,0.0
overall_rating-00124,1024,1024,1.0,12,61,4,0.05203819274902344,0.3106718063354492,0.6372900009155273,0.14347052157474185,0.16750214112713843,0.025960286458333332,0.0400390625,0.011080566118163653
overall_rating-00125,1024,1024,1.0,4,31,4,0.0814523696899414,0.3069791793823242,0.6115684509277344,0.20969555610115395,0.2653351600386466,0.057373046875,0.1025390625,0.0329390854282027
overall_rating-00126,731,1024,0.7138671875,23,124,11,0.02087252051983584,0.7945838855164159,0.1845435939637483,0.025596120608448486,0.026268492100453778,0.010105298913043478,0.0322265625,0.005172364922840034
overall_rating-00127,801,1024,0.7822265625,19,97,7,0.09620055009363296,0.8681640625,0.03563538740636707,0.09975537139931352,0.11080918256004517,0.029039884868421052,0.0947265625,0.019559093294206496
overall_rating-00128,696,1024,0.6796875,15,74,7,0.19168125897988506,0.4864165207435345,0.32190222027658044,0.28267495442628854,0.39406815107118853,0.044661458333333334,0.11328125,0.026856869439482515
overall_rating-00129,1024,1024,1.0,13,64,8,0.04696083068847656,0.6612653732299805,0.29177379608154297,0.06630767179843503,0.07101661842520843,0.0224609375,0.0810546875,0.019270342677182303
overall_rating-00130,576,1024,0.5625,4,21,4,0.038792928059895836,0.6015862358940972,0.3596208360460069,0.06057806100431282,0.06448440098075135,0.030517578125,0.0400390625,0.00863512655460322
overall_rating-00131,696,1024,0.6796875,17,101,7,0.13211094647988506,0.2259577608656609,0.641931292654454,0.3689541804958522,0.5846709844076974,0.03262867647058824,0.076171875,0.022208658601362924
overall_rating-00132,796,1024,0.77734375,27,104,15,0.10166310065954774,0.7633479899497487,0.13498890939070352,0.11752808925020637,0.1331805441267229,0.034577546296296294,0.1025390625,0.018777519581552514
overall_rating-00133,1024,1024,1.0,4,21,3,0.024898529052734375,0.7254791259765625,0.24962234497070312,0.03318133060846843,0.034320117783152804,0.02685546875,0.033203125,0.006385105874327159
overall_rating-00134,696,1024,0.6796875,5,34,4,0.02087262033045977,0.2724174411817529,0.7067099384877873,0.07116715862392299,0.07661998526934942,0.0255859375,0.03515625,0.007292247930700965
overall_rating-00135,696,1024,0.6796875,14,78,7,0.053741805854885055,0.19298474542025862,0.7532734487248562,0.21781930472068833,0.2784769632327815,0.02490234375,0.0654296875,0.011993103134396502
overall_rating-00136,696,1024,0.6796875,24,151,9,0.07776861081178162,0.32362383261494254,0.5986075565732758,0.19374707243580333,0.24030557386146856,0.0224609375,0.0625,0.013648603706534264
overall_rating-00137,1024,537,1.9068901303538175,3,12,3,0.035041681215083796,0.22245802781657356,0.7425002909683427,0.1360843526653295,0.15752041658832472,0.07076350093109869,0.0782122905027933,0.009248705416357132
overall_rating-00138,723,1024,0.7060546875,31,163,11,0.11839368300484095,0.8443942881224067,0.03721202887275232,0.12296963252067193,0.14021137360853173,0.0205078125,0.091796875,0.021303190368085034
overall_rating-00139,696,1024,0.6796875,1,5,1,0.04291683503951149,0.37545180046695403,0.5816313644935345,0.10258138731541755,0.11430717601070309,0.0654296875,0.0654296875,0.0
overall_rating-00140,576,1024,0.5625,7,49,4,0.0693851047092014,0.8384297688802084,0.09218512641059029,0.07643089657130157,0.08275601282844583,0.03362165178571429,0.09375,0.0282690670462634
overall_rating-00141,576,1024,0.5625,16,67,5,0.04501681857638889,0.3792792426215278,0.5757039388020834,0.10609765843522735,0.11869043574659824,0.01800537109375,0.0361328125,0.006098325429947576
overall_rating-00142,696,1024,0.6796875,0,0,0,0.0,0.6334845882722702,0.36651541172772983,0.0,0.0,0.0,0.0,0.0
overall_rating-00143,1024,1024,1.0,24,101,10,0.10577392578125,0.20612716674804688,0.6880989074707031,0.33912649976150583,0.5131488849819561,0.030598958333333332,0.080078125,0.017775196179396654
overall_rating-00144,696,1024,0.6796875,16,75,7,0.04034774604885057,0.4255974429777299,0.5340548109734196,0.08659333114511218,0.09480260446715569,0.02288818359375,0.0732421875,0.013201524761668392
overall_rating-00145,724,1024,0.70703125,17,80,8,0.14496962405041436,0.5382181241367403,0.31681225181284534,0.21219587797804143,0.2693510633498905,0.03400735294117647,0.1298828125,0.026807611716558138
overall_rating-00146,576,1024,0.5625,3,8,3,0.005566067165798611,0.7248433430989584,0.26959058973524297,0.007620475705236378,0.007678993287020794,0.019856770833333332,0.0224609375,0.0030187560206691743
overall_rating-00147,730,1024,0.712890625,14,75,9,0.024797998715753423,0.8518514554794521,0.12335054580479454,0.028287245942015496,0.029110707689988313,0.014508928571428572,0.0380859375,0.00812751766943611
overall_rating-00148,801,1024,0.7822265625,23,135,12,0.17954973275593009,0.7390456753277154,0.08140459191635452,0.19546116949408987,0.24294808663390427,0.02912703804347826,0.0947265625,0.02132290983497361
overall_rating-00149,1024,1024,1.0,1,1,1,0.003467559814453125,0.873295783996582,0.12323665618896484,0.003954955278331609,0.003970659057328847,0.0927734375,0.0927734375,0.0
